year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2018-10,2019-09,Long-term migrant,Net,TOTAL,15-19 years,467,17,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,20-24 years,487,24,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,25-29 years,1137,32,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,30-34 years,921,20,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,35-39 years,690,18,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,40-44 years,461,14,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,45-49 years,271,13,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,50-54 years,218,12,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,55-59 years,195,12,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,5-9 years,275,8,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,60-64 years,283,13,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,65-69 years,181,10,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,70-74 years,87,7,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,75-79 years,13,4,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,80-84 years,9,2,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,85-89 years,-2,1,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,90+ years,2,1,Provisional
2018-10,2019-09,Long-term migrant,Net,TOTAL,TOTAL,6386,107,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,0-4 years,417,5,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,10-14 years,243,4,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,15-19 years,359,9,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,20-24 years,744,12,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,25-29 years,1374,17,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,30-34 years,827,10,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,35-39 years,563,7,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,40-44 years,352,6,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,45-49 years,247,6,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,50-54 years,222,5,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,55-59 years,231,6,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,5-9 years,275,4,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,60-64 years,264,7,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,65-69 years,159,5,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,70-74 years,94,3,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,75-79 years,32,2,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,80-84 years,20,1,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,85-89 years,5,1,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,90+ years,4,0,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Female,TOTAL,6432,48,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,0-4 years,426,6,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,10-14 years,278,5,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,15-19 years,406,9,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,20-24 years,743,10,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,25-29 years,1136,15,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,30-34 years,960,11,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,35-39 years,666,9,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,40-44 years,471,7,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,45-49 years,340,7,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,50-54 years,241,6,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,55-59 years,212,6,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,5-9 years,308,4,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,60-64 years,206,6,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,65-69 years,168,5,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,70-74 years,98,3,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,75-79 years,41,2,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,80-84 years,20,1,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,85-89 years,4,0,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,Male,TOTAL,6723,52,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,0-4 years,842,9,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,10-14 years,521,8,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,15-19 years,765,15,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,20-24 years,1487,19,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,25-29 years,2509,27,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,30-34 years,1787,18,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,35-39 years,1228,12,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,40-44 years,823,11,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,45-49 years,587,9,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,50-54 years,462,9,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,55-59 years,442,10,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,5-9 years,584,6,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,60-64 years,471,10,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,65-69 years,327,8,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,70-74 years,193,4,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,75-79 years,73,3,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,80-84 years,40,2,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,85-89 years,9,1,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,90+ years,4,0,Provisional
2018-10,2019-10,Long-term migrant,Arrivals,TOTAL,TOTAL,13155,89,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,0-4 years,223,5,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,10-14 years,110,3,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,15-19 years,146,5,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,20-24 years,496,9,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,25-29 years,633,10,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,30-34 years,423,8,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,35-39 years,246,6,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,40-44 years,185,5,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,45-49 years,164,6,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,50-54 years,120,5,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,55-59 years,118,4,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,5-9 years,150,3,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,60-64 years,108,5,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,65-69 years,81,4,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,70-74 years,54,2,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,75-79 years,30,2,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,80-84 years,19,1,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,85-89 years,3,0,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,90+ years,2,0,Provisional
2018-10,2019-10,Long-term migrant,Departures,Female,TOTAL,3309,37,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,0-4 years,219,5,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,10-14 years,124,4,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,15-19 years,175,5,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,20-24 years,508,8,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,25-29 years,756,10,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,30-34 years,447,9,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,35-39 years,298,8,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,40-44 years,183,6,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,45-49 years,167,6,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,50-54 years,133,6,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,55-59 years,129,5,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,5-9 years,165,4,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,60-64 years,82,4,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,65-69 years,61,3,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,70-74 years,52,2,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,75-79 years,28,2,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,80-84 years,12,1,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,85-89 years,9,0,Provisional
2018-10,2019-10,Long-term migrant,Departures,Male,TOTAL,3548,39,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,0-4 years,442,8,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,10-14 years,233,5,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,15-19 years,321,8,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,20-24 years,1004,14,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,25-29 years,1389,17,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,30-34 years,870,13,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,35-39 years,544,11,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,40-44 years,368,9,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,45-49 years,331,9,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,50-54 years,252,9,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,55-59 years,247,8,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,5-9 years,315,6,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,60-64 years,190,7,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,65-69 years,142,6,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,70-74 years,106,3,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,75-79 years,58,2,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,80-84 years,31,1,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,85-89 years,12,1,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,90+ years,2,0,Provisional
2018-10,2019-10,Long-term migrant,Departures,TOTAL,TOTAL,6856,67,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,0-4 years,194,6,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,10-14 years,133,5,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,15-19 years,214,9,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,20-24 years,248,13,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,25-29 years,741,18,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,30-34 years,404,12,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,35-39 years,317,9,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,40-44 years,167,8,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,45-49 years,83,8,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,50-54 years,102,7,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,55-59 years,113,7,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,5-9 years,126,5,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,60-64 years,156,8,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,65-69 years,78,6,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,70-74 years,40,3,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,75-79 years,3,2,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,80-84 years,0,1,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,85-89 years,3,1,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,90+ years,2,1,Provisional
2018-10,2019-10,Long-term migrant,Net,Female,TOTAL,3123,53,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,0-4 years,206,7,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,10-14 years,154,6,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,15-19 years,231,9,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,20-24 years,235,13,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,25-29 years,380,16,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,30-34 years,512,13,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,35-39 years,367,11,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,40-44 years,288,9,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,45-49 years,174,8,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,50-54 years,108,8,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,55-59 years,82,7,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,5-9 years,143,5,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,60-64 years,124,7,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,65-69 years,107,5,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,70-74 years,46,4,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,75-79 years,13,2,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,80-84 years,9,2,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,85-89 years,-5,0,Provisional
2018-10,2019-10,Long-term migrant,Net,Male,TOTAL,3176,56,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,0-4 years,401,11,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,10-14 years,287,9,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,15-19 years,445,16,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,20-24 years,483,21,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,25-29 years,1121,29,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,30-34 years,917,20,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,35-39 years,684,15,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,40-44 years,455,13,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,45-49 years,257,12,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,50-54 years,210,11,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,55-59 years,195,10,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,5-9 years,269,7,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,60-64 years,281,11,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,65-69 years,185,8,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,70-74 years,87,5,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,75-79 years,16,3,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,80-84 years,9,2,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,85-89 years,-2,1,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,90+ years,2,1,Provisional
2018-10,2019-10,Long-term migrant,Net,TOTAL,TOTAL,6299,96,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,0-4 years,390,2,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,10-14 years,220,2,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,15-19 years,289,5,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,20-24 years,685,5,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,25-29 years,1304,7,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,30-34 years,789,4,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,35-39 years,523,3,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,40-44 years,325,3,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,45-49 years,204,3,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,50-54 years,156,3,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,55-59 years,163,3,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,5-9 years,261,2,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,60-64 years,191,4,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,65-69 years,92,2,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,70-74 years,62,1,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,75-79 years,19,1,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,80-84 years,16,0,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,85-89 years,5,0,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,90+ years,3,0,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Female,TOTAL,5697,22,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,0-4 years,406,3,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,10-14 years,249,3,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,15-19 years,356,4,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,20-24 years,706,5,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,25-29 years,1107,7,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,30-34 years,926,5,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,35-39 years,621,5,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,40-44 years,430,5,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,45-49 years,295,4,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,50-54 years,189,3,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,55-59 years,164,3,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,5-9 years,298,2,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,60-64 years,153,4,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,65-69 years,111,3,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,70-74 years,71,2,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,75-79 years,28,1,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,80-84 years,11,1,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,85-89 years,3,0,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,90+ years,0,0,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,Male,TOTAL,6124,24,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,0-4 years,797,4,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,10-14 years,470,4,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,15-19 years,644,7,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,20-24 years,1392,9,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,25-29 years,2410,11,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,30-34 years,1715,8,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,35-39 years,1144,6,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,40-44 years,754,6,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,45-49 years,499,6,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,50-54 years,345,5,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,55-59 years,328,5,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,5-9 years,559,3,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,60-64 years,344,6,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,65-69 years,202,4,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,70-74 years,133,2,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,75-79 years,48,1,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,80-84 years,27,1,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,85-89 years,8,0,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,90+ years,3,0,Provisional
2018-10,2019-11,Long-term migrant,Arrivals,TOTAL,TOTAL,11821,41,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,0-4 years,208,2,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,10-14 years,94,2,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,15-19 years,128,3,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,20-24 years,465,5,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,25-29 years,600,6,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,30-34 years,388,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,35-39 years,227,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,40-44 years,169,3,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,45-49 years,147,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,50-54 years,109,3,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,55-59 years,106,3,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,5-9 years,134,2,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,60-64 years,93,3,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,65-69 years,68,2,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,70-74 years,43,1,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,75-79 years,31,1,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,80-84 years,14,0,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,85-89 years,3,0,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,90+ years,1,0,Provisional
2018-10,2019-11,Long-term migrant,Departures,Female,TOTAL,3030,20,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,0-4 years,207,2,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,10-14 years,102,2,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,15-19 years,176,3,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,20-24 years,493,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,25-29 years,740,6,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,30-34 years,418,5,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,35-39 years,273,5,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,40-44 years,166,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,45-49 years,154,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,50-54 years,119,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,55-59 years,108,3,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,5-9 years,147,2,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,60-64 years,72,2,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,65-69 years,54,2,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,70-74 years,42,1,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,75-79 years,20,1,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,80-84 years,9,1,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,85-89 years,8,0,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,90+ years,0,0,Provisional
2018-10,2019-11,Long-term migrant,Departures,Male,TOTAL,3307,20,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,0-4 years,416,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,10-14 years,196,3,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,15-19 years,304,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,20-24 years,958,8,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,25-29 years,1339,9,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,30-34 years,806,8,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,35-39 years,500,7,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,40-44 years,335,5,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,45-49 years,301,6,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,50-54 years,228,5,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,55-59 years,214,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,5-9 years,282,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,60-64 years,166,4,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,65-69 years,122,3,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,70-74 years,85,1,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,75-79 years,51,1,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,80-84 years,23,1,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,85-89 years,11,0,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,90+ years,1,0,Provisional
2018-10,2019-11,Long-term migrant,Departures,TOTAL,TOTAL,6337,36,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,0-4 years,182,3,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,10-14 years,127,3,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,15-19 years,160,5,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,20-24 years,220,7,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,25-29 years,704,8,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,30-34 years,401,5,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,35-39 years,296,5,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,40-44 years,155,4,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,45-49 years,57,5,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,50-54 years,47,4,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,55-59 years,57,4,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,5-9 years,126,3,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,60-64 years,98,4,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,65-69 years,23,3,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,70-74 years,18,2,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,75-79 years,-11,1,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,80-84 years,2,0,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,85-89 years,2,0,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,90+ years,2,0,Provisional
2018-10,2019-11,Long-term migrant,Net,Female,TOTAL,2667,25,Provisional
2018-10,2019-11,Long-term migrant,Net,Male,0-4 years,199,3,Provisional
